doc_id,url,cache,text version,nature,published_datapolitics,entity_datapolitics,entity_type_datapolitics
992/7e3d0_cr_sommaire_cm_du_7_fevrier.pdf,https://www.saint-gilles.fr/IMG/pdf/cr_sommaire_cm_du_7_fevrier.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/992/7e3d0_cr_sommaire_cm_du_7_fevrier.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/992/7e3d0_cr_sommaire_cm_du_7_fevrier.pdf.txt,acte.delib,07/02/2023,Saint-Gilles,Commune
2939/f927e5448eb544d2bd5538c54e23cff31c7ca74c_PV-Conseil-du-09,https://maconnais-tournugeois.fr/wp-content/uploads/2024/03/PV-Conseil-du-09-11-23-3.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2939/f927e5448eb544d2bd5538c54e23cff31c7ca74c_PV-Conseil-du-09,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2939/f927e5448eb544d2bd5538c54e23cff31c7ca74c_PV-Conseil-du-09.txt,pv.cr,09/11/2023,CC Mâconnais - Tournugeois,Intercommunalité
1044/00d81_Deliberations_Conseil-Municipal_16-fevrier-2023.pdf,https://www.portetgaronne.fr/wp-content/uploads/2023/02/Deliberations_Conseil-Municipal_16-fevrier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1044/00d81_Deliberations_Conseil-Municipal_16-fevrier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1044/00d81_Deliberations_Conseil-Municipal_16-fevrier-2023.pdf.txt,acte.delib,16/02/2023,Portet-sur-Garonne,Commune
5691/89111384f12ecdbf309ffe5b40bfc4925569b872_PV-16-janvier-20,http://www.mairiedeniherne.fr/wp-content/uploads/2023/01/PV-16-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5691/89111384f12ecdbf309ffe5b40bfc4925569b872_PV-16-janvier-20,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5691/89111384f12ecdbf309ffe5b40bfc4925569b872_PV-16-janvier-20.txt,pv.cr,16/01/2023,Niherne,Commune
6833/8be20b4fd2eca67dbbaee53af0e9f8ea52e54144_2023-01-13-N%C2%,https://www.vienne.gouv.fr/contenu/telechargement/34970/198846/file/2023-01-13-N%C2%B0007.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6833/8be20b4fd2eca67dbbaee53af0e9f8ea52e54144_2023-01-13-N%C2%,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6833/8be20b4fd2eca67dbbaee53af0e9f8ea52e54144_2023-01-13-N%C2%.txt,acte.arrete,13/01/2023,Préfecture - Vienne,Préfecture
3245/9b40a6a822a9dc29aed45e9a3846a1e98baf898e_CP2023-024DEL.pd,https://www.iledefrance.fr/actes/deliberations/CP2023-024DEL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3245/9b40a6a822a9dc29aed45e9a3846a1e98baf898e_CP2023-024DEL.pd,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3245/9b40a6a822a9dc29aed45e9a3846a1e98baf898e_CP2023-024DEL.pd.txt,pv.cr,26/01/2023,Île-de-France,Conseil régional
3878/038bda8f0a7930f010231ecb2201f998891ab4ad_Liste_des_dlibra,http://www.ville-notre-dame-doe.fr/images/documents/deliberations/Liste_des_dlibrations_23-01-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3878/038bda8f0a7930f010231ecb2201f998891ab4ad_Liste_des_dlibra,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3878/038bda8f0a7930f010231ecb2201f998891ab4ad_Liste_des_dlibra.txt,acte.delib,23/01/2023,Notre-Dame-d'Oé,Commune
5608/baffa9d29d3833b2125ac898177d6b8f3766eb8c_liste-delib-cm-d,https://commune-aiglun04.fr/download/liste-delib-cm-du-27-02-2023/?wpdmdl=3482&refresh=65f1d211d70461710346769&ind=1678806873315&filename=compte-rendu-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5608/baffa9d29d3833b2125ac898177d6b8f3766eb8c_liste-delib-cm-d,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5608/baffa9d29d3833b2125ac898177d6b8f3766eb8c_liste-delib-cm-d.txt,pv.cr,27/02/2023,Aiglun,Commune
295/8b4420629105edc627aaf8663add01b9d3dd2bb8_decision_modific,https://www.champignysurmarne.fr/sites/default/files/media/documents/decision_modificative_2_-_sipperec.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/295/8b4420629105edc627aaf8663add01b9d3dd2bb8_decision_modific,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/295/8b4420629105edc627aaf8663add01b9d3dd2bb8_decision_modific.txt,bdj,20/02/2023,Champigny-sur-Marne,Commune
295/ce115bef8800e8b3f85eec7d90bd851c128bbc6c__rob_2023_sipper,https://www.champignysurmarne.fr/sites/default/files/media/documents/_rob_2023_sipperec.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/295/ce115bef8800e8b3f85eec7d90bd851c128bbc6c__rob_2023_sipper,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/295/ce115bef8800e8b3f85eec7d90bd851c128bbc6c__rob_2023_sipper.txt,acte.delib,20/02/2023,Champigny-sur-Marne,Commune
3807/654e4d5863cbd353b3f1504b7416774a5502e671_23-02-07-CM-Proc,http://www.sainte-maure-de-touraine.fr/userfiles/files/23-02-07-CM-Proc%C3%A8s-Verbal.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3807/654e4d5863cbd353b3f1504b7416774a5502e671_23-02-07-CM-Proc,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3807/654e4d5863cbd353b3f1504b7416774a5502e671_23-02-07-CM-Proc.txt,pv.full,08/02/2023,Sainte-Maure-de-Touraine,Commune
5191/ef52d1c8d96c6bba560fd910ca2afb420aca3ea2_PV-CM-14.02.2023,https://www.chazelles-sur-lyon.fr/wp-content/uploads/2023/03/PV-CM-14.02.2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5191/ef52d1c8d96c6bba560fd910ca2afb420aca3ea2_PV-CM-14.02.2023,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5191/ef52d1c8d96c6bba560fd910ca2afb420aca3ea2_PV-CM-14.02.2023.txt,pv.cr,14/02/2023,Chazelles-sur-Lyon,Commune
7077/2f1af77d5776a9936053906f8863e610a7c5bacd_cdcmoevf-20.02.2,https://www.apc-paris.com/app/uploads/2023/11/cdcmoevf-20.02.23.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/7077/2f1af77d5776a9936053906f8863e610a7c5bacd_cdcmoevf-20.02.2,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/7077/2f1af77d5776a9936053906f8863e610a7c5bacd_cdcmoevf-20.02.2.txt,acte.arrete,20/02/2023,Agence Parisienne du Climat (APC),Autre partie prenante
1761/700d00b01799bc502e7ca67dfedd4edf7be58398_showFile.jsp,https://elbeuf-webdelibplus.digitechcloud.fr/webdelibplus/jsp/showFile.jsp?pdf=mZmAlOzW2abRe7BjnYFM2bDB2g%2BSdYBVZ%2FjzRqVwqBrlnXBg1J%2Fyh4aXwFdoaCAaF%2FABE9ma77eqWBppEJb%2FoITROTpXY5wGDMS%2BPRca5vBWmH2D6CK2z9l2IIIjzTHlmwS5wcpdPSP3QaFPS1PPp5qzrjBjrNNI,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1761/700d00b01799bc502e7ca67dfedd4edf7be58398_showFile.jsp,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1761/700d00b01799bc502e7ca67dfedd4edf7be58398_showFile.jsp.txt,pv.cr,10/02/2023,Elbeuf,Commune
7001/aac1128da2b609d26f66215327a10d7daaebf1d0_20230216_PLUi_De,https://www.grandorlyseinebievre.fr/fileadmin/PORTAIL/PLUi/D%C3%A9bats_PADD/20230216_PLUi_DebatPADD_ViryChatillon_Delib.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/7001/aac1128da2b609d26f66215327a10d7daaebf1d0_20230216_PLUi_De,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/7001/aac1128da2b609d26f66215327a10d7daaebf1d0_20230216_PLUi_De.txt,pv.cr,16/02/2023,SM central de traitement des ordures ménagères (SYCTOM),Autre groupement
1924/ebf8d9a6654715b394cca27dd04e00abe6f5d76e_1._Proces-verbal,https://www.ville-villiers-le-bel.fr/fileadmin/www.ville-villiers-le-bel.fr/MEDIA/Publications_legales/Actes/Villiers-le-bel/Deliberation/2023/03/1._Proces-verbal_de_la_seance_du_Conseil_Municipal_du_3_fevrier_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1924/ebf8d9a6654715b394cca27dd04e00abe6f5d76e_1._Proces-verbal,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1924/ebf8d9a6654715b394cca27dd04e00abe6f5d76e_1._Proces-verbal.txt,pv.cr,03/02/2023,Villiers-le-Bel,Commune
1924/64d361c5d35d5222ca295ee1af083a8a7ad209c3_Proces-verbal_de,https://www.ville-villiers-le-bel.fr/fileadmin/www.ville-villiers-le-bel.fr/MEDIA/Publications_legales/Actes/Villiers-le-bel/Documents/2023/03/Proces-verbal_de_la_seance_du_Conseil_Municipal_du_3_fevrier_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1924/64d361c5d35d5222ca295ee1af083a8a7ad209c3_Proces-verbal_de,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1924/64d361c5d35d5222ca295ee1af083a8a7ad209c3_Proces-verbal_de.txt,pv.cr,03/02/2023,Villiers-le-Bel,Commune
1500/8e894fa17d3c18ca9f22dbe579ac12624474e26f_A2023_15_Diverse,https://www.chelles.fr/wp-content/uploads/2023/01/A2023_15_Diverses_Voies.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1500/8e894fa17d3c18ca9f22dbe579ac12624474e26f_A2023_15_Diverse,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1500/8e894fa17d3c18ca9f22dbe579ac12624474e26f_A2023_15_Diverse.txt,acte.raa,15/01/2023,Chelles,Commune
3245/8f53c33b992ede059b4a43bf960b142340d2ac6b_CP2023-017DEL.pd,https://www.iledefrance.fr/actes/deliberations/CP2023-017DEL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3245/8f53c33b992ede059b4a43bf960b142340d2ac6b_CP2023-017DEL.pd,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3245/8f53c33b992ede059b4a43bf960b142340d2ac6b_CP2023-017DEL.pd.txt,pv.cr,25/01/2023,Île-de-France,Conseil régional
6800/b9691a081de8b5bc312e3152f582de1dc896fe50_7_recueil_des_ac,https://www.lot-et-garonne.gouv.fr/contenu/telechargement/17870/134586/file/7_recueil_des_actes_administratifs_special_no47-2023-007_du_13_01_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6800/b9691a081de8b5bc312e3152f582de1dc896fe50_7_recueil_des_ac,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6800/b9691a081de8b5bc312e3152f582de1dc896fe50_7_recueil_des_ac.txt,acte.arrete,13/01/2023,Préfecture - Lot-et-Garonne,Préfecture
6369/f5274d7010b6fbfd04246bd627c44463eb664b5a_4.1ZONE-UA.pdf,https://www.ville-saintgratien.fr/medias/2023/01/4.1ZONE-UA.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6369/f5274d7010b6fbfd04246bd627c44463eb664b5a_4.1ZONE-UA.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6369/f5274d7010b6fbfd04246bd627c44463eb664b5a_4.1ZONE-UA.pdf.txt,dlao.autres,01/01/2023,Saint-Gratien,Commune
6369/fe42eab71d89110b958467394b9ff58008a263f5_4.5-ZONE-UI.pdf,https://www.ville-saintgratien.fr/medias/2023/01/4.5-ZONE-UI.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6369/fe42eab71d89110b958467394b9ff58008a263f5_4.5-ZONE-UI.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6369/fe42eab71d89110b958467394b9ff58008a263f5_4.5-ZONE-UI.pdf.txt,dlao.autres,01/01/2023,Saint-Gratien,Commune
1473/d5e31731ccae41a8849411ff9be2342bc6304a46_CR-du-25.01.2023,https://villedechamphol.fr/wp-content/uploads/2024/02/CR-du-25.01.2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1473/d5e31731ccae41a8849411ff9be2342bc6304a46_CR-du-25.01.2023,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1473/d5e31731ccae41a8849411ff9be2342bc6304a46_CR-du-25.01.2023.txt,pv.cr,25/01/2023,Champhol,Commune
2196/7b662_PV-CC-SRA-2022_12_14.pdf,https://www.sud-retz-atlantique.fr/wp-content/uploads/2023/01/PV-CC-SRA-2022_12_14.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2196/7b662_PV-CC-SRA-2022_12_14.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2196/7b662_PV-CC-SRA-2022_12_14.pdf.txt,pv.cr,14/12/2022,CC Sud Retz Atlantique,Intercommunalité
1378/26c67_PV-13-decembre-2022.pdf,https://www.sgdb91.com/wp-content/uploads/2023/03/PV-13-decembre-2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1378/26c67_PV-13-decembre-2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1378/26c67_PV-13-decembre-2022.pdf.txt,pv.full,13/12/2022,Sainte-Geneviève-des-Bois,Commune
669/c9b6d_7-Procs-verbal_20221212.pdf,https://www.puygouzon.fr/wp-content/uploads/2021/05/7-Procs-verbal_20221212.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/669/c9b6d_7-Procs-verbal_20221212.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/669/c9b6d_7-Procs-verbal_20221212.pdf.txt,pv.cr,12/12/2022,Puygouzon,Commune
5371/98f72_CR-du-20.12.2022-2.pdf,https://corquilleroy.fr/wp-content/uploads/sites/377/2023/02/CR-du-20.12.2022-2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5371/98f72_CR-du-20.12.2022-2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5371/98f72_CR-du-20.12.2022-2.pdf.txt,pv.cr,20/12/2022,Corquilleroy,Commune
3807/961d1_22-11-08-CM-Publication_D%C3%A9lib%C3%A9ration.pdf,http://www.sainte-maure-de-touraine.fr/userfiles/files/22-11-08-CM-Publication_D%C3%A9lib%C3%A9ration.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3807/961d1_22-11-08-CM-Publication_D%C3%A9lib%C3%A9ration.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3807/961d1_22-11-08-CM-Publication_D%C3%A9lib%C3%A9ration.pdf.txt,acte.delib,12/12/2022,Sainte-Maure-de-Touraine,Commune
5431/fb5a9_DEC542022_TPN-Decision-dde-subvention-ADEME-Groupe-scolaire.pdf,https://www.ville-aucamville.fr/wp-content/uploads/2022/12/DEC542022_TPN-Decision-dde-subvention-ADEME-Groupe-scolaire.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5431/fb5a9_DEC542022_TPN-Decision-dde-subvention-ADEME-Groupe-scolaire.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5431/fb5a9_DEC542022_TPN-Decision-dde-subvention-ADEME-Groupe-scolaire.pdf.txt,acte.arrete,15/12/2022,Aucamville,Commune
3218/5a70c_Sign%C3%A9_PV_CD_12%20d%C3%A9cembre%202022.pdf,https://www.valdemarne.fr/sites/default/files/Sign%C3%A9_PV_CD_12%20d%C3%A9cembre%202022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3218/5a70c_Sign%C3%A9_PV_CD_12%20d%C3%A9cembre%202022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3218/5a70c_Sign%C3%A9_PV_CD_12%20d%C3%A9cembre%202022.pdf.txt,pv.cr,02/12/2022,Val-de-Marne,Conseil départemental
3241/135dc_Compte_Administratif_Rapport_2022.pdf,https://www.centre-valdeloire.fr/sites/default/files/media/document/2023-07/Compte_Administratif_Rapport_2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3241/135dc_Compte_Administratif_Rapport_2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3241/135dc_Compte_Administratif_Rapport_2022.pdf.txt,bdj,31/12/2022,Centre-Val de Loire,Conseil régional
1943/5b7c2_PV-seance-14-decembre-2022-signe.pdf,https://www.tours.fr/app/uploads/2023/02/PV-seance-14-decembre-2022-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1943/5b7c2_PV-seance-14-decembre-2022-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1943/5b7c2_PV-seance-14-decembre-2022-signe.pdf.txt,pv.cr,14/12/2022,Tours,Commune
1482/44add_Proc%C3%A8s%20Verbal%20du%20CM%20d%C3%A9cembre%202022%20sign%C3%A9.pdf,https://www.villederueil.fr/sites/default/files/media/files/Proc%C3%A8s%20Verbal%20du%20CM%20d%C3%A9cembre%202022%20sign%C3%A9.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1482/44add_Proc%C3%A8s%20Verbal%20du%20CM%20d%C3%A9cembre%202022%20sign%C3%A9.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1482/44add_Proc%C3%A8s%20Verbal%20du%20CM%20d%C3%A9cembre%202022%20sign%C3%A9.pdf.txt,acte.delib,14/12/2022,Rueil-Malmaison,Commune
679/3452b_crca-1912.pdf,https://www.rosnysousbois.fr/wp-content/uploads/2023/02/crca-1912.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/679/3452b_crca-1912.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/679/3452b_crca-1912.pdf.txt,pv.cr,19/12/2022,Rosny-sous-Bois,Commune
1408/2c40d_001_-_ag_-_02_-_proces_verbal_de_la_seance_du_15_decembre_2022.pdf,https://www.ville-sevran.fr/sites/default/files/001_-_ag_-_02_-_proces_verbal_de_la_seance_du_15_decembre_2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1408/2c40d_001_-_ag_-_02_-_proces_verbal_de_la_seance_du_15_decembre_2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1408/2c40d_001_-_ag_-_02_-_proces_verbal_de_la_seance_du_15_decembre_2022.pdf.txt,pv.full,15/12/2022,Sevran,Commune
1364/0c611_conseil_municipal_2022-12-14_odj.pdf,https://www.villejuif.fr/fileadmin/www.ville-villejuif.fr/MEDIA/Rubriques/Ma_ville/Democratie/Compte-rendus-conseil/Compte-rendus-conseil_2022/conseil_municipal_2022-12-14_odj.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1364/0c611_conseil_municipal_2022-12-14_odj.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1364/0c611_conseil_municipal_2022-12-14_odj.pdf.txt,pv.cr,14/12/2022,Villejuif,Commune
1364/c68e7_conseil_municipal_2022-12-14_liste.pdf,https://www.villejuif.fr/fileadmin/www.ville-villejuif.fr/MEDIA/Rubriques/Ma_ville/Democratie/Compte-rendus-conseil/Compte-rendus-conseil_2022/conseil_municipal_2022-12-14_liste.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1364/c68e7_conseil_municipal_2022-12-14_liste.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1364/c68e7_conseil_municipal_2022-12-14_liste.pdf.txt,pv.cr,14/12/2022,Villejuif,Commune
3232/4a090_pv_a_afficher.pdf,http://recherche.lozere.fr/raa/pv_a_afficher.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3232/4a090_pv_a_afficher.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3232/4a090_pv_a_afficher.pdf.txt,acte.delib,16/12/2022,Préfecture - Lozère,Préfecture
6923/648f3b9f4b009cf2bd08ce8c545a21c7ea40d244_Liste-des-delibe,https://arthun.fr/wp-content/uploads/sites/436/2018/08/Liste-des-deliberations-du-9-12-22.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6923/648f3b9f4b009cf2bd08ce8c545a21c7ea40d244_Liste-des-delibe,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6923/648f3b9f4b009cf2bd08ce8c545a21c7ea40d244_Liste-des-delibe.txt,pv.cr,09/12/2022,Arthun,Commune
6923/9e59b3cfd42fedaae9cac10a512af6dbc213c885_PV-du-09-12-22.p,https://arthun.fr/wp-content/uploads/sites/436/2018/08/PV-du-09-12-22.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6923/9e59b3cfd42fedaae9cac10a512af6dbc213c885_PV-du-09-12-22.p,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6923/9e59b3cfd42fedaae9cac10a512af6dbc213c885_PV-du-09-12-22.p.txt,pv.cr,09/12/2022,Arthun,Commune
3031/3bb1e_Reglement_assainissement-2022-12-08_compressed.pdf,https://www.cc-guebwiller.fr/wp-content/uploads/2022/12/Reglement_assainissement-2022-12-08_compressed.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3031/3bb1e_Reglement_assainissement-2022-12-08_compressed.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3031/3bb1e_Reglement_assainissement-2022-12-08_compressed.pdf.txt,dlao.autres,08/12/2022,CC de la Région de Guebwiller,Intercommunalité
1086/eca87_2022_7_4.pdf,https://www.ville-mazeres.fr/IMG/pdf/2022_7_4.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1086/eca87_2022_7_4.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1086/eca87_2022_7_4.pdf.txt,acte.delib,22/12/2022,Mazères,Commune
1542/5587f_pv_cm_du_12-12-2022_signe.pdf,https://www.villedegarges.fr/sites/default/files/pv_cm_du_12-12-2022_signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1542/5587f_pv_cm_du_12-12-2022_signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1542/5587f_pv_cm_du_12-12-2022_signe.pdf.txt,pv.cr,12/12/2022,Garges-lès-Gonesse,Commune
1286/3d996_031bdca62d36f6fc43f2c53eb45966d54dcb7f78.pdf,https://www.velizy-villacoublay.fr/uploads/media/default/0001/14/031bdca62d36f6fc43f2c53eb45966d54dcb7f78.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1286/3d996_031bdca62d36f6fc43f2c53eb45966d54dcb7f78.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1286/3d996_031bdca62d36f6fc43f2c53eb45966d54dcb7f78.pdf.txt,pv.cr,21/12/2022,Vélizy-Villacoublay,Commune
1038/ededb5073373170b7e05341b7c3ca6b48678e594_2022-12-PROCES-V,https://meslay-du-maine.fr/wp-content/uploads/2023/02/2022-12-PROCES-VERBAL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1038/ededb5073373170b7e05341b7c3ca6b48678e594_2022-12-PROCES-V,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1038/ededb5073373170b7e05341b7c3ca6b48678e594_2022-12-PROCES-V.txt,pv.cr,15/12/2022,Meslay-du-Maine,Commune
1821/1791b0d91e0fabc3e54271b402213dc72f2463c9_blois-cm-2022121,https://www.blois.fr/sites/default/files/media/downloads/blois-cm-20221212-pv.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1821/1791b0d91e0fabc3e54271b402213dc72f2463c9_blois-cm-2022121,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1821/1791b0d91e0fabc3e54271b402213dc72f2463c9_blois-cm-2022121.txt,pv.full,12/12/2022,Blois,Commune
2773/0e662_Proc%C3%A8s%20Verbal%20du%2021.12.2022.pdf,https://www.agglo-compiegne.fr/sites/default/files/2023-03/Proc%C3%A8s%20Verbal%20du%2021.12.2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2773/0e662_Proc%C3%A8s%20Verbal%20du%2021.12.2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2773/0e662_Proc%C3%A8s%20Verbal%20du%2021.12.2022.pdf.txt,pv.cr,21/12/2022,CA de la Région de Compiègne et de la Basse Automne,Intercommunalité
3155/98a29_RA_EUND_2022_INDUSTRIELS.pdf,https://www.hauts-de-seine.fr/fileadmin/user_upload/Mon_departement/01_Missions_et_actions/01.6_Eau_et_assainissement/Eaux_usees_non_domestiques/RA_EUND_2022_INDUSTRIELS.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3155/98a29_RA_EUND_2022_INDUSTRIELS.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3155/98a29_RA_EUND_2022_INDUSTRIELS.pdf.txt,dlao.autres,16/12/2022,Hauts-de-Seine,Conseil départemental
1959/79601_Proc%C3%A8s-verbal_-_Conseil_municipal_du_7_d%C3%A9cembre_2022.pdf,https://www.bayonne.fr/fileadmin/medias/Publications/Deliberations/20221207/Proc%C3%A8s-verbal_-_Conseil_municipal_du_7_d%C3%A9cembre_2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1959/79601_Proc%C3%A8s-verbal_-_Conseil_municipal_du_7_d%C3%A9cembre_2022.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1959/79601_Proc%C3%A8s-verbal_-_Conseil_municipal_du_7_d%C3%A9cembre_2022.pdf.txt,pv.cr,07/12/2022,Bayonne,Commune
2069/3d471_2022-174-Centre-Aquatique-Intercommunal-Recours-a-la-geothermie-par-sondes-seches.pdf,http://www.ccplateaudelannemezan.fr/wp-content/uploads/2022/12/2022-174-Centre-Aquatique-Intercommunal-Recours-a-la-geothermie-par-sondes-seches.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2069/3d471_2022-174-Centre-Aquatique-Intercommunal-Recours-a-la-geothermie-par-sondes-seches.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2069/3d471_2022-174-Centre-Aquatique-Intercommunal-Recours-a-la-geothermie-par-sondes-seches.pdf.txt,acte.delib,02/12/2022,CC du Plateau de Lannemezan,Intercommunalité
